Price_euros,Company,Ram,Memory,Cpu,Gpu,Inches,Weight
398.99,Asus,4GB,1TB HDD,Intel Pentium Quad Core N4200 1.1GHz,Intel HD Graphics 505,15.6,2kg
935.00,Xiaomi,8GB,256GB SSD,Intel Core i5 6200U 2.3GHz,Nvidia GeForce 940MX,13.3,1.28kg
912.50,Dell,4GB,128GB SSD +  1TB HDD,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 940MX,15.6,2.18kg
839.00,HP,4GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,2.04kg
1700.00,HP,4GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,13.3,1.28kg
684.80,HP,4GB,500GB HDD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,2.3kg
348.00,Asus,4GB,32GB Flash Storage,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,14.1,1.65kg
669.00,Lenovo,8GB,1TB HDD,Intel Core i7 6500U 2.5GHz,Nvidia GeForce 940MX,15.6,2.2kg
369.00,Dell,4GB,500GB HDD,Intel Pentium Quad Core N3710 1.6GHz,Intel HD Graphics,15.6,2.2kg
1799.00,HP,4GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,13.3,1.28kg
455.70,Dell,4GB,1TB HDD,Intel Core i3 6006U 2.0GHz,AMD Radeon R5 M420X,15.6,2.18kg
1369.90,Asus,12GB,128GB SSD +  1TB HDD,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,17.3,2.2kg
297.00,Acer,4GB,32GB Flash Storage,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,11.6,1.25kg
379.00,Lenovo,4GB,500GB HDD,AMD A4-Series 7210 2.2GHz,AMD Radeon R3,17.3,2.8kg
1265.00,HP,4GB,128GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,14,1.95kg
1399.00,HP,16GB,256GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,13.3,1.42kg
1699.00,Samsung,8GB,256GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,15,1.17kg
1799.00,Lenovo,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,14,1.32kg
2649.00,MSI,16GB,512GB SSD +  2TB HDD,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 1060,17.3,2.43kg
1475.00,Toshiba,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,13.3,1.05kg
929.00,Dell,8GB,1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050Ti,15.6,2.62kg
900.00,HP,8GB,1TB HDD,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 930MX,15.6,2.04kg
614.00,Dell,4GB,1TB HDD,Intel Core i3 6006U 2.0GHz,AMD Radeon R5 M420X,15.6,2.18kg
935.00,Dell,8GB,500GB HDD,Intel Core i5 7300U 2.6GHz,Intel HD Graphics 620,15.6,1.9kg
2013.10,Dell,8GB,512GB SSD,Intel Core i7 7Y75 1.3GHz,Intel HD Graphics 615,13.3,1.24kg
1279.00,Asus,32GB,256GB SSD +  256GB SSD,Intel Core i7 6820HK 2.7GHz,Nvidia GeForce GTX 980M,17.3,3.58kg
1649.00,Dell,16GB,256GB SSD,Intel Core i7 7Y75 1.3GHz,Intel HD Graphics 615,13.3,1.22kg
2049.00,Lenovo,8GB,256GB Flash Storage,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,14,1.13kg
1962.99,Lenovo,8GB,512GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,1.95kg
2099.00,LG,16GB,512GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,15.6,1.08kg
1483.00,HP,8GB,512GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,12.5,1.26kg
359.00,Acer,4GB,16GB Flash Storage,Intel Celeron Dual Core 3205U 1.5GHz,Intel HD Graphics,15.6,2.20kg
789.00,Lenovo,8GB,128GB SSD +  1TB HDD,Intel Core i5 6300HQ 2.3GHz,Nvidia GeForce GTX 960M,15.6,2.6kg
1899.00,LG,8GB,512GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,14,0.98kg
1205.00,Dell,8GB,256GB SSD,Intel Core i5 7440HQ 2.8GHz,Intel HD Graphics 620,14,1.6kg
3100.00,HP,8GB,240GB SSD,Intel Core M 6Y75 1.2GHz,Intel HD Graphics 515,12.5,1.09kg
789.00,Lenovo,6GB,256GB SSD,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 940MX,15.6,2.2kg
1018.99,HP,8GB,256GB SSD,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 930MX,15.6,2.04kg
499.00,Acer,4GB,1TB HDD,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,15.6,2.4kg
881.00,Lenovo,4GB,128GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,13.3,1.44kg
960.00,HP,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,13.3,1.49kg
1599.00,MSI,16GB,256GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,17.3,2.7kg
1349.00,Dell,16GB,128GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,15.6,2.6kg
1119.91,MSI,8GB,128GB SSD +  1TB HDD,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,15.6,2.2kg
684.99,Dell,4GB,1TB HDD,Intel Core i5 7200U 2.5GHz,AMD Radeon R5 M420,15.6,2.18kg
1296.99,HP,8GB,256GB SSD,Intel Core i7 6500U 2.5GHz,AMD Radeon R7 M365X,15.6,1.84kg
1149.00,HP,8GB,256GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,13.3,1.39kg
1975.00,Toshiba,16GB,256GB SSD,Intel Core i7 6600U 2.6GHz,Nvidia GeForce 930M,15.6,2.4kg
1825.00,Lenovo,8GB,512GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,13.3,1.37kg
729.90,Dell,4GB,500GB HDD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,15.6,1.95kg
1650.00,Lenovo,8GB,256GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,12.5,1.36kg
1165.00,HP,8GB,256GB SSD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,15.6,2.31kg
708.06,Dell,4GB,1TB HDD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,2.18kg
1149.00,HP,4GB,500GB HDD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,14,1.95kg
309.00,Lenovo,4GB,1TB HDD,Intel Pentium Quad Core N4200 1.1GHz,Intel HD Graphics 505,15.6,2.2kg
1579.00,HP,4GB,500GB HDD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,12.5,1.26kg
288.90,HP,4GB,1TB HDD,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,15.6,1.86kg
1799.00,Lenovo,16GB,1TB SSD,Intel Core i7 6560U 2.2GHz,Intel Iris Graphics 540,13.3,1.3kg
1105.00,Toshiba,4GB,128GB SSD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,14,1.47kg
1669.00,HP,8GB,256GB SSD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,12.5,1.26kg
558.60,Dell,4GB,1TB HDD,Intel Core i3 6006U 2.0GHz,Intel HD Graphics 520,15.6,2.18kg
1199.00,MSI,8GB,128GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,15.6,2.2kg
1639.00,Dell,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,14,1.36kg
2758.00,Dell,16GB,512GB SSD +  1TB HDD,Intel Core i7 6820HK 2.7GHz,Nvidia GeForce GTX 1080,17.3,4.36kg
1399.00,HP,8GB,128GB SSD +  1TB HDD,Intel Core i5 6300HQ 2.3GHz,Nvidia GeForce GTX 965M,17.3,2.75kg
530.00,Asus,4GB,1TB HDD,Intel Pentium Quad Core N3710 1.6GHz,Nvidia GeForce 920MX,17.3,2.8kg
619.00,Acer,4GB,500GB HDD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,2.23kg
1119.00,Toshiba,8GB,256GB SSD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,15.6,2.2kg
1299.00,Lenovo,8GB,256GB SSD,Intel Core M m7-6Y75 1.2GHz,Intel HD Graphics 515,11.3,1.1kg
999.00,Lenovo,16GB,512GB SSD +  1TB HDD,AMD FX 8800P 2.1GHz,AMD Radeon R9 M385,15.6,2.5kg
1472.20,Dell,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics,12.5,1.36kg
685.00,Lenovo,8GB,1TB HDD,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 920MX,15.6,2.2kg
659.00,Dell,4GB,1TB HDD,Intel Core i3 6006U 2.0GHz,AMD Radeon R7 M445,17.3,2.36kg
349.00,Acer,4GB,32GB Flash Storage,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,14,1.68kg
2249.00,HP,8GB,8GB SSD,Intel Core i7 6820HQ 2.7GHz,Nvidia Quadro M1000M,15.6,2.0kg
1775.00,Dell,8GB,256GB SSD,Intel Core i7 7600U 2.8GHz,Intel HD Graphics 620,14,1.36kg
1460.00,Toshiba,8GB,256GB SSD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,13.3,1.2kg
1159.00,Asus,8GB,64GB Flash Storage,Intel Core M M7-6Y75 1.2GHz,Intel HD Graphics 515,12.5,1.2kg
1488.99,Lenovo,8GB,256GB SSD,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,14,1.7kg
3154.00,Dell,16GB,512GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070,17.3,4.36kg
1899.00,Dell,8GB,256GB SSD,Intel Core i5 7Y54 1.2GHz,Intel HD Graphics 615,13.3,1.24kg
775.00,HP,4GB,256GB SSD,Intel Pentium Quad Core N4200 1.1GHz,Intel HD Graphics 505,11.6,1.45kg
1268.00,Dell,8GB,256GB SSD,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,13.3,1.3kg
389.00,Acer,4GB,32GB Flash Storage,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,11.6,1.25kg
1535.00,Toshiba,8GB,256GB SSD,Intel Core i5 6300U 2.4GHz,Intel HD Graphics 520,13.3,1.2kg
1760.00,Lenovo,8GB,256GB SSD,Intel Core i5 7300U 2.6GHz,Intel HD Graphics 620,12.5,1.36kg
1009.00,Acer,12GB,128GB SSD +  1TB HDD,Intel Core i5 7200U 2.5GHz,Nvidia GeForce GTX 950M,15.6,2.4kg
1790.00,Toshiba,8GB,512GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,12.5,1.1kg
846.50,HP,8GB,1TB HDD,Intel Core i5 7200U 2.50GHz,Nvidia GeForce 930MX,15.6,2.04kg
465.62,Dell,4GB,1TB HDD,Intel Core i3 6006U 2.0GHz,AMD Radeon R5 M430,15.6,2.25kg
825.00,Dell,4GB,500GB HDD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,1.9kg
685.00,HP,4GB,500GB HDD,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,15.6,2.04kg
3149.00,Dell,32GB,256GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070,17.3,4.42kg
695.00,Lenovo,6GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 920MX,15.6,2.4kg
1899.00,Dell,16GB,512GB SSD,Intel Core i7 7Y75 1.3GHz,Intel HD Graphics 615,13.3,1.22kg
1962.98,Dell,8GB,256GB SSD,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,14,1.5kg
2800.00,Dell,32GB,256GB SSD +  1TB HDD,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 1070,17.3,4.42kg
1180.00,Toshiba,8GB,256GB SSD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,14,1.95kg
2049.90,Asus,16GB,256GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,17.3,2.73kg
979.00,HP,8GB,128GB SSD +  1TB HDD,Intel Core i5 7200U 2.70GHz,Nvidia GeForce 930MX,15.6,2.04kg
1002.00,Lenovo,4GB,508GB Hybrid,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,14,1.70kg
1799.00,Asus,16GB,512GB SSD +  2TB HDD,Intel Core i7 7500U 2.7GHz,Nvidia GeForce GTX 950M,15.6,2.3kg
579.00,HP,6GB,1TB HDD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,15.6,2.04kg
1749.00,Asus,16GB,256GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,17.3,2.99kg
1299.00,Dell,12GB,512GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,15.6,2.19kg
1195.00,Toshiba,4GB,128GB SSD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,13.3,1.2kg
549.00,Lenovo,6GB,256GB SSD,AMD A12-Series 9720P 3.6GHz,AMD Radeon 530,15.6,2.2kg
649.00,Fujitsu,4GB,256GB SSD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,15.6,2.3kg
915.00,Toshiba,4GB,500GB HDD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,14,1.75kg
599.00,Dell,4GB,500GB HDD,Intel Core i5 7200U 2.5GHz,AMD Radeon R5 M430,15.6,2.25kg
806.00,HP,8GB,1TB HDD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,2.04kg
1189.00,Lenovo,8GB,128GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,15.6,2.5kg
749.00,Dell,8GB,1TB HDD,Intel Core i7 7500U 2.7GHz,AMD Radeon R7 M445,15.6,2.36kg
1119.00,Dell,8GB,128GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,14,1.6kg
1908.00,HP,8GB,512GB SSD,Intel Core M 6Y75 1.2GHz,Intel HD Graphics 515,12.5,0.97kg
499.00,HP,4GB,128GB SSD +  1TB HDD,Intel Core i3 6006U 2GHz,AMD Radeon 520,15.6,2.1kg
270.62,Lenovo,4GB,128GB SSD,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,15.6,1.9kg
1349.00,Lenovo,8GB,256GB SSD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,15.6,2.3kg
889.00,Dell,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,13.3,1.68kg
1150.00,Asus,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,13.3,1.4kg
1349.00,HP,8GB,256GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,13.3,1.11kg
380.00,Acer,4GB,500GB HDD,Intel Pentium Quad Core N4200 1.1GHz,Intel HD Graphics 505,15.6,2.4kg
1799.00,Asus,16GB,256GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,15.6,2.5kg
2089.00,HP,8GB,512GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,14,1.48kg
1260.00,Acer,8GB,128GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,15.6,2.7kg
1189.00,HP,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,13.3,1.34kg
547.00,Dell,4GB,128GB SSD,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,15.6,2.18kg
779.00,HP,4GB,500GB HDD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,14,1.64kg
1195.00,Toshiba,4GB,128GB SSD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,13.3,1.2kg
1099.99,HP,4GB,256GB SSD,Intel Core i5 6300U 2.4GHz,Intel HD Graphics 520,14,1.48kg
1205.00,HP,4GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,14,1.95kg
1449.00,HP,8GB,256GB SSD,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,14,1.43kg
1049.26,HP,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 930MX,14,1.64kg
684.00,HP,4GB,500GB HDD,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,14,1.64kg
949.00,Dell,8GB,1.0TB Hybrid,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,15.6,2.65kg
1539.00,HP,4GB,500GB HDD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,12.5,1.26kg
1590.00,HP,4GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,14,1.48kg
1887.21,HP,8GB,256GB SSD,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,14,1.54kg
800.00,HP,4GB,500GB HDD,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,13.3,1.49kg
1210.00,Toshiba,8GB,256GB SSD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,13.3,1.5kg
769.99,HP,4GB,256GB SSD,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,15.6,2.04kg
2968.00,Lenovo,16GB,512GB SSD,Intel Core i7 6820HQ 2.7GHz,Nvidia Quadro 3000M,17.3,2.4kg
1490.00,Toshiba,8GB,256GB SSD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,14,1.47kg
2229.00,HP,8GB,256GB SSD,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,14,1.43kg
795.99,Dell,4GB,1TB HDD,Intel Core i3 6100U 2.3GHz,Intel HD Graphics 520,15.6,2.08kg
1590.00,Toshiba,8GB,256GB SSD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,13.3,1.2kg
1149.00,HP,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,13.3,1.11kg
1185.43,HP,8GB,256GB SSD,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 930MX,14,1.64kg
1046.44,Dell,8GB,500GB HDD,Intel Core i5 6300U 2.4GHz,Intel HD Graphics 520,15.6,2.09kg
1559.00,HP,4GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,12.5,1.26kg
1189.00,HP,4GB,500GB HDD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,14,2.31kg
1060.00,HP,4GB,500GB HDD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,14,1.95kg
1624.00,Dell,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,13.3,1.29kg
1080.00,HP,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 930MX,17.3,2.63kg
973.00,HP,4GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,14,1.64kg
409.00,Acer,6GB,1TB HDD,AMD A9-Series 9420 3GHz,AMD Radeon R5,15.6,2.1kg
1191.80,MSI,8GB,128GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,17.3,2.7kg
1195.00,HP,8GB,256GB SSD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,14,1.95kg
1228.99,HP,8GB,256GB SSD,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,15.6,1.84kg
1349.00,HP,8GB,256GB SSD,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,12.5,1.26kg
742.00,HP,4GB,500GB HDD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,2.04kg
1725.00,Toshiba,8GB,256GB SSD,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,14,1.47kg
1062.95,Dell,8GB,256GB SSD,Intel Core i5 6300U 2.4GHz,Intel HD Graphics 520,15.6,2.09kg
1010.51,HP,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,14,1.64kg
847.00,Lenovo,4GB,256GB SSD,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,15.6,1.8kg
210.80,Vero,2GB,32GB Flash Storage,Intel Atom X5-Z8350 1.44GHz,Intel HD Graphics 400,14,1.45kg
1425.00,Toshiba,16GB,256GB SSD,Intel Core i7 6500U 2.5GHz,Nvidia GeForce 930M,15.6,2.4kg
1049.60,Lenovo,8GB,256GB SSD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,15.6,2.3kg
1000.00,HP,4GB,500GB HDD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,14,1.54kg
2103.34,HP,8GB,256GB SSD +  500GB HDD,Intel Core i5 6300U 2.4GHz,Intel HD Graphics 520,15.6,1.84kg
1469.00,HP,8GB,256GB SSD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,14,1.43kg
1545.64,MSI,16GB,256GB SSD +  1TB HDD,Intel Core i7 6820HK 2.7GHz,Nvidia GeForce GTX 980M,17.3,3.78kg
2289.99,Lenovo,16GB,128GB SSD +  1TB HDD,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 980M,17.3,4.6kg
287.90,Asus,4GB,16GB Flash Storage,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,11.6,1.2kg
2620.00,Lenovo,16GB,256GB SSD,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,14,1.1kg
979.00,HP,8GB,1TB HDD,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 940MX,15.6,1.91kg
1094.00,Dell,8GB,256GB SSD,Intel Core i5 7200U 2.7GHz,Intel HD Graphics 620,15.6,2.3kg
979.00,HP,4GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,2.04kg
2254.00,Dell,16GB,1TB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,13.3,1.2kg
705.15,HP,4GB,500GB HDD,Intel Core i3 6100U 2.3GHz,Intel HD Graphics 520,15.6,2.31kg
499.00,HP,4GB,500GB HDD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,1.96kg
449.00,Acer,8GB,1TB HDD,AMD A8-Series 7410 2.2GHz,AMD Radeon R5,15.6,2.4kg
1299.00,Dell,12GB,256GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,13.3,1.6kg
1819.00,MSI,16GB,256GB SSD +  1TB HDD,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 1060,15.6,2.94kg
1070.00,HP,8GB,256GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,15.6,2.04kg
998.00,Asus,16GB,1TB HDD,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 965M,17.3,4kg
559.00,Dell,4GB,1TB HDD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics,15.6,2.25kg
989.99,Dell,16GB,2TB HDD,Intel Core i7 7500U 2.7GHz,AMD Radeon R7 M445,15.6,2.32kg
1929.00,MSI,16GB,256GB SSD +  1TB HDD,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 1060,15.6,1.8kg
1458.00,Dell,8GB,256GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,13.3,1.29kg
3975.00,Asus,64GB,1TB SSD,Intel Core i7 6820HK 2.7GHz,Nvidia GeForce GTX 980,17.3,3.58kg
798.01,Dell,8GB,256GB SSD,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,13.3,1.62kg
1329.00,Dell,16GB,256GB SSD +  1TB HDD,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 970M,15.6,3.21kg
1300.00,Apple,8GB,256GB Flash Storage,Intel Core M 1.1GHz,Intel HD Graphics 515,12,0.920kg
481.98,Dell,4GB,500GB HDD,Intel Core i3 6100U 2.3GHz,Intel HD Graphics 520,15.6,2.06kg
1199.00,HP,4GB,500GB HDD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,15.6,2.31kg
1199.00,HP,8GB,256GB SSD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,12.5,1.26kg
1090.00,HP,8GB,256GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,13.3,1.49kg
1713.49,Lenovo,8GB,256GB SSD,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,12.5,1.3kg
659.00,Lenovo,8GB,1.0TB HDD,Intel Core i5 6200U 2.3GHz,AMD Radeon R5 M330,17.3,3.0kg
977.00,Lenovo,4GB,1TB HDD,Intel Core i5 6300HQ 2.3GHz,Nvidia GeForce GTX 950M,15.6,2.3kg
2499.00,MSI,16GB,256GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070,17.3,3.78kg
540.00,Lenovo,4GB,500GB HDD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,15.6,2.1kg
940.00,HP,4GB,500GB HDD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,15.6,2.31kg
1399.00,Lenovo,8GB,512GB SSD,Intel Core M 6Y75 1.2GHz,Intel HD Graphics 515,12.5,0.99kg
3240.00,Lenovo,32GB,512GB SSD +  1.0TB Hybrid,Intel Core i7 6820HK 2.7GHz,Nvidia GeForce GTX 980M,17.3,4.6kg
646.27,Lenovo,4GB,64GB Flash Storage,Intel Atom x5-Z8550 1.44GHz,Intel HD Graphics 400,10.1,0.69kg
2049.00,HP,16GB,512GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,13.3,1.3kg
750.00,Dell,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,2.18kg
1030.99,HP,4GB,500GB HDD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,14,1.54kg
1495.00,HP,8GB,256GB SSD,Intel Core i7 6500U 2.5GHz,AMD FirePro W4190M,15.6,1.9kg
1199.00,Lenovo,8GB,180GB SSD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,14,1.7kg
615.00,HP,4GB,32GB Flash Storage,Intel Pentium Dual Core 4405Y 1.5GHz,Intel HD Graphics 515,13.3,1.29kg
387.00,Acer,4GB,500GB HDD,AMD A8-Series 7410 2.2GHz,AMD Radeon R5,15.6,2.4kg
393.49,Dell,4GB,500GB HDD,Intel Pentium Quad Core N3700 1.6GHz,Intel HD Graphics,15.6,2.2kg
345.99,HP,4GB,1TB HDD,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,15.6,1.86kg
1599.00,Asus,8GB,256GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,17.3,2.7kg
818.35,Dell,4GB,256GB SSD,Intel Core i5 8250U 1.6GHz,AMD Radeon 530,13.3,1.4kg
1599.00,HP,4GB,128GB SSD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,12.5,2.4kg
799.00,Acer,8GB,256GB SSD +  1TB HDD,Intel Core i5 7200U 2.5GHz,Nvidia GeForce GTX 950M,15.6,2.4kg
