Potability,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,ph
0,27340844807965900,2630729845475980,10219804099110600,3802014982103230,5138775792590820,18272418324919700,61425186950138400,4352193469514860,5095766464935880
0,2637645926846320,23220120613390300,6394463065325560,3839625917765630,5888527328527760,13579996003945700,8619163513353910,4754072499317670,8594677108362670
0,11282025397576200,8580245561280900,42102840805824900,23485269925804800,4347477154375990,2339951606024520,941603073012966,3887680684530790,7083779060507370
0,1807013754732770,12105721934269500,5396716118190090,2962388768643900,4698356255488430,1583176343631830,6180209510271700,3778606787628920,7682872498072520
0,13381311481316700,1827250597305340,5911870511633370,,4152117345959380,11504506121794800,9297576168033000,3313199021657440,
0,20876024762661500,30759681440190900,7767863486950710,,5236001755961900,2023252347966350,,3095233156816070,6419772473512510
0,1789562057574610,2500853224756480,4948814508726150,29857667599919200,4295447730337780,17729724041901300,5634768853029350,3268324835835590,4443238899143100
0,18324279619429300,23114446075687800,6500825401623310,3231557768835910,4700787053155330,1608284747893400,6599571677480570,4766943236072570,6978664262373810
0,203030141349452,17167301297022400,6049600899198100,31172628825094700,41024324745907200,159145000730461,6502122896904760,29151659507443900,6623613565745120
0,2010973162217640,2810275662504670,5682035301583480,33002353056666200,29114844892992700,1747063098396350,7510180148396560,33161576568421600,3664710561719390
0,20521404105658800,17650405049112000,812108014749549,3504879386993510,4140307089516420,10999416075761200,474026658716864,5190851804612120,4814135620889670
0,199586080284079,24160354320974000,9458128323622880,,4285532485327090,16022503226193900,6487270339736010,4656377232957470,5779673705175210
0,17757814191742100,12626197921957600,7380882984336820,,43962499796881800,934825215511188,8316324170039890,37240895643464900,693781878337901
0,20809400400931200,2854461628698030,6500052537164000,3390238981601920,5227937299996900,17115276027720800,653112772256807,37276637192074700,74367826093455300
0,252274895005436,22833192041516500,5922450614186970,37856030360783100,4112950246366090,1658457143941090,6672840154231320,3917586695104170,4723312573250520
0,26506121614938900,1515678983399890,4271544671064370,3333344692970960,5031706154265750,11286410043484200,9901600307034770,4034349047158280,9380658050788320
0,1873150477385610,2041888992581830,7214895724180280,32522888082252200,35118608085870300,16800399608404100,6848548028789380,4033773709343130,78101449331968300
0,1437884118270430,20724930359306700,7700100188125370,,4697613276654220,14215764667502000,6607797803536590,4411117439774960,9436637164251440
0,21676215866041700,2794858944543100,6156110794077740,35547303468825600,3479830782769110,16340715053314500,32108292482849900,3097277957477160,9406325752898280
0,20725770955362300,8532139516959510,5987876583564680,2864892804214000,4917653131949630,10546886238857300,7450280799509560,45014572038139800,632125931522299
0,21736974600866000,17984327439446400,859416288489055,,4092207764785370,10213779294934600,18400012185523200,3605154198874470,
0,10317358697810700,1955576505156680,67672979897863600,,3701781663846240,9182833651795810,9390048587365650,3437450134017180,47053564957747
0,22225629288902000,8870902965942280,6011342433002100,3320026304057900,4252268617079810,1084773684727410,,37009457327147400,8896418988301790
0,2729827446610100,3716944440353840,811473101538499,4160834805385990,35147683939412300,151293344878207,792610264962444,4201662864465830,6581878201548960
0,23126013129603100,1853669864747700,8757133178602190,3425480142026660,38511464773745900,1388883432960500,793024357267662,5162729749397480,6755145901551620
1,14580540244684300,13168529155675900,944447108562294,310583373858597,5926590209759500,8606396746986940,7757745951035690,38751652466165400,9445129837868650
1,1280966912100070,1985967647580380,8016422649173730,30015037702033100,4511434810056510,14770862942397900,7377802564597580,39852505057435700,9024845037417500
1,1699748489570140,2340363730437130,8519729851090200,,4755735624274490,12924106818027200,5086191298403440,27473129992921200,
1,2420080815075140,3914340332881000,950169458771527,1871707143624390,37645659307467800,1143246634722870,737772750262626,3854939899721070,6800119090315870
1,20340893462062200,20401102461471300,7681806287243670,2870856791225610,3155499000194930,14533510036354200,7440561602695700,3939895656598680,7174135162807990
1,23696088924616200,1424578912129940,628906485943393,3731653628100850,41662418891074700,10464238582078500,8585276860502760,2437296287559570,7657991236998250
1,20725246223156400,28049646283166300,8827061283189610,29781308453289100,358725868777638,1870927336873050,6091142039439820,4052135727552660,8322986672402290
1,2238581252130610,23249653834296000,4602849947565750,,27738453732360300,11366863419384600,6662394365100310,5217895023653350,5934279093094340
1,987716435320576,27357456744580300,9218150392671160,3231990765186450,5124287308410490,14168933512645700,5945443977025940,2764633881427260,980272078232571
1,21526808956209200,15976926225079300,8857160043515520,30848269542902200,41784355271672800,13147279495872300,6250564152969250,35355963295430200,6101955230748900
1,28008241070652800,26849194735446800,6130756541740460,37423296058432000,297611540021754,15571570956087100,705602746097244,34046329060198400,4997770601283680
1,2176870931635100,16392135068872300,7461170474153530,2787422963817940,4814808282952950,15517296303602900,7769337360386980,437522381127182,4815766790717070
1,2785851051769880,25508386948825600,6749377795488940,36687150202057200,49732175280008400,16563166510560800,7932367839549260,36118603716661000,65480205581308300
1,47432,19237949676491400,8907019729031200,3751473147568440,5002459518438110,12083895646926500,,41069244900386600,13175401724233000
1,23366163585289200,1959886073972560,470104934575262,4325563849636950,401669790618845,11766146433845800,7319192050782030,4437695749140040,6618010905584660
1,21269145728305100,2987906014610580,6998961533138950,3606682590490460,3595690815109250,14828743036705600,8385633634225000,33687572170739800,7788054732605200
1,21109418477114800,14866103863221900,723869130092435,32310928513649400,3887165795048570,17780000111166600,8350540623227630,3859800939300220,51918343271406200
1,23085798277086900,1444241887543210,5210368684159840,,346553206388495,11368702444786300,4319518162723670,194331877663582,5626339528125950
1,2512934475373410,21728821295296400,8803174745405890,27977685654559600,539466876868315,12994140000006100,5640970791971590,472670245351097,6869638941459090
1,15535755713289600,1573746893784720,7251978855273580,3432339769805970,4633892559930150,1785447001822540,8317518933638530,3652134470079700,9058628424072680
1,12754429714087500,2778404848396930,9754475933171070,24733541192889600,4396493286195820,1728504169383270,5955632952162500,5328712788466370,729188832527326
1,17522037648489400,22644766347518800,7886854526878820,2933098536568150,3733456925750200,1741168255296830,5679928677247690,5062297798479720,7275908773683990
1,22926386100755500,22475046873480900,12580026491367800,19203359167581100,4795012785933440,9983462391809040,6666857615209300,4612963629350580,6512737123980120
1,17587029407292700,3580429261340400,8066059052365770,320102172631951,46856282875663600,16164091274037200,711466606777528,3762741072399460,7207886781343900
1,15652063479849700,16146157112205000,6629599183312760,35235343088747100,6292812475471130,1350768846415270,4234016996385950,3772919264661590,
1,28008965491445100,35344658047005900,13043806107761000,18020674636482300,39242149580418400,1050481954758380,55084667854857900,4427137925692960,5324941855611650
1,1694689272555760,29846719056712100,5443386888459750,35040184898110200,353030380268577,18959534377575000,30389096114304800,3485577388223120,7082300649174800
1,22478793617826900,28897491527401400,6048524614023220,,3601791772943000,1224734355826110,6715475112774590,5091357101284410,5334183579602800
1,817108952702466,25999953669432500,8477393872457030,31842724084571600,39270408181841500,12716350142148700,5224697244385630,4661798516052160,10761897799889300
1,25830005161775400,1377737619108900,7483257698182110,32868064962605100,5634347751029110,16460836876715500,7351665351167080,41048632751894100,6286806948436970
1,12987095837698300,2068273174245480,9390842592507870,291980083478375,427123948431111,11853228088627500,787114694303526,29454187377034100,979455869937693
1,16710219152011400,13933085360107900,10422841783337900,24348594183486800,39106887363378000,13747057680225500,6105821028553090,4976055159693940,8210443565143710
1,17333438935151400,2011182125592220,6697194091092360,,37448533241563900,1993748613178770,,4563183171238150,69417194379777
1,1363237517489280,4862156395153600,9158703902851240,32792275104512400,3657202915004250,1797556383516240,7735985434424160,4201849441297080,10356118827208300
1,17148362468653800,23625813886131700,9537735147164770,2599799661706740,32762388101792100,16117110461678800,10775404263860500,4698007916123440,79589842918841800
1,24380794967931600,7751809491098830,5303512946996150,,3412911163126410,12990591990739800,6010996798389260,3734001386870360,3882631081313790
1,2160428111329880,15949153179175500,7500573232707440,,3725352427667590,17895723720642700,7745788496183520,38331597457829300,5671773833095610
1,14309428542421300,46113957485317200,12912186637308100,,574555041307426,169633097764721,3676767070116610,47463818590766400,10003300539211900
1,1988069396513820,3400642073313580,8691206175159930,27490435120291800,4771639067796360,14369630090209800,7817306258634730,4687986155246700,6552847474374970
1,15679369424379300,26244036907954300,8337610433523370,25504319358074300,4959669861271210,13633974380958400,6560484124722670,4182057147919710,7628552723143850
1,268720881226567,178623690025893,45545736271835400,3772411613367020,6088468563126530,10806313106364400,8370223598882290,32588589450315200,4790840540243070
1,18193812564611900,6552626314154260,5389248620834630,39059639197646200,5162840828595390,1701078491025430,5824173419085480,4288946820394490,7710959938844840
1,21121703429690400,20008134957386800,876787503481929,2757673210671810,4759091298984670,12614668895286300,6661298363412850,34247019206523800,8291299005968140
1,22568342182130300,12883726495777400,473936011678666,,3894059776465180,14560135796918800,7645781594495150,34666452881126000,6193170101205050
1,12144144151263700,15618170247930500,6157490739246970,37292745570034000,3906572261202910,15030315106001700,6312561699518410,4927218272272610,9032660579144680
1,23667402586960600,8081466471091580,62508080744554900,,4162388205815020,12777013988544800,10603722245634400,3260906852708670,6139493740895690
1,17837235229089500,25840578887671300,7487823264368260,31298272670844700,3232989151905890,1640615621501780,6915760946262220,3418610802866970,7129424730462980
